"","Código","Empresa","ANO","COD&ANO","col","1. DEC Apurada","1.1. DEC Limite","1.2. DEC V8","2. FEC Apurada","2.1. FEC Limite","2.2. FEC V8","5. DGC","6. UC Total","7. UC AT","8. UC MT","9. UC BT","10. Mercado Total","11. Mercado AT","12. Mercado MT","13. Mercado BT","14. Peso AT","15. Peso MT","16. Peso BT","18. Custos Operacionais","18.0. Ind Salarial","18.1. Custos Operacionais H","18.2. Pessoal","18.3. Materiais","18.4. Serv Terceiros","18.5. Seguros","18.6. Tributos","18.7. Outros","18.8. Estagiario","18.9. Comunicacao","19. Cond. Trab.","19.1. Cond. Trab. H","19.3. Cond. Civeis H","19.5. Cond. Fiscais H","19.7. Cond. Ambientais H","19.9. Cond. Outras H","20. Contrib. CCEE","20.1. Contrib. CCEE H","21. Custos de Desativacao","21.1. Custos de Desativacao H","23. QRR","24. RC","25. Remuneracao OE","26. Ligacoes PLPT","26.1. Ligacoes PLPT sobre UC","27. Demanda Total","28. Demanda AT","29. Demanda MT","30. Demanda BT","34. PNT Medidas","35. Meta PNT","37. Rede","38. Rede BT","39. Rede MT","40. Rede AT","40.1. Rede 69","40.2. Rede 88_138","40.3. Rede 230","41. Rede Aerea","42. Rede Sub","43. Trafos Distribuicao","45. Trafos AT","45.1. Trafos 69","45.2. Trafos 88_138","45.3. Trafos 230","46. Subestacoes MT","47. Subestacoes AT","47.1. Subestacoes 69","47.2. Subestacoes 88_138","47.3. Subestacoes 230","48. MVA Total","49. MVA MT","50. MVA AT","50.1. MVA 69","50.2. MVA 88_138","50.3. MVA 230","51.1. Precipitacao","51.2. Descargas","51.3.1. Veg Urbana Ausente","51.3.2. Veg Urbana 0,25-5m","51.3.3. Veg Urbana 5-20m","51.3.4. Veg Urbana 20-30m","51.3.5. Veg Urbana 30-50m","51.3.6. Veg Urbana Nao Clas","51.3.7. Veg Rural Ausente","51.3.8. Veg Rural 0,25-5m","51.3.9. Veg Rural 5-20m","51.3.10. Veg Rural 20-30m","51.3.11. Veg Rural 30-50m","51.3.12. Veg Rural Nao Clas","51.3.13. Altura Ponderada Urb","51.3.14. Altura Ponderada Rural","51.4. Declividade","51.5. Pavimentacao","51.5.1. Acessos Pavimentados","51.5.2. Acesso Nao Pavimentado","51.5.3. Interseccoes Pav","51.5.4. Interseccoes Nao Pav","51.6. Area Atuacao","51.6.1. Area Atuacao Rur","51.6.2. Area Atuacao Urb","51.7. Irradiacao","51.8. Queimadas","51.9. Temperatura","51.10. Área de Conservação","51.11. Terras Indígenas","57. Potencia GD","58. UC GD","59. Potencia GD por Demanda Tot","60. UC GD por UC Total","61. Compensacoes Q","62. Compensacoes Reais"
"1078","D04","BANDEIRANTE",2016,"2016D04",19,8.46,8.62,7.03,5.41,7.15,4.53,0.869040935862282,1804334,90,4356,1799888,14393956.477,4932275.654,4077411.377,5384269.446,0.0704284782130846,0.279540973457416,0.6500305483295,373410143.647021,1.09708323419839,373278322.81,159461721.55,16467714.21,163261422.34,1162292.12,7917736.2,25004258.39,1390,1788,12119.8997099064,11148,NA,NA,NA,NA,1432563.0529811,1317685.23641988,48773943.487182,44862741.03,168609156.189058,208154801.941797,18367768.3026346,10349,0.00581328399147752,44409287,23966592,20442695,NA,0.135756652446712,0.0892333333333333,25317.249474063,10536.444798445,14580.896491,946.62663300858,NA,NA,NA,25317.249474063,6.315224,67107,128,NA,128,NA,NA,53,NA,53,NA,7121.2525,3888.1275,3233.125,NA,3233.125,NA,1447.45370994438,10.4824050485164,731.744659,1078.507677,35.899075,31.069436,51.32241,93.217341,247.046849,4710.792216,468.74177,244.888366,502.005646,102.502794,3.1679109957475,7.19652023909833,21.6385792734287,0.749669261455028,123,38,1040.965176,407.20762,8270.832473,6266.040466,2004.792007,5.423,128,19.3167159578309,7495.181742,40.576576,314.64,82,7.0850045397036e-06,4.5446131370356e-05,1526807,6840725.1
"1079","D05","BOA VISTA ENERGIA",2016,"2016D05",19,37.85,15,19.75,56.65,22.77,10.38,2.50562801932367,112500,1,503,111996,1018925.753,160742.886,251109.669,607073.198,0.0133698531923221,0.261714999162386,0.724915147645292,64161650.8769422,0.971624061679226,57650433.94,48221063.02,1108204.09,6821218.9,228632.08,275275.74,996040.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13236541.173943,26540919.3012239,533641.434411535,2122,0.019902083997674,1297018,290809,1006209,NA,0.151700602836508,0.0417,3081.76,1269.15666666667,1812.60333333333,70.59,NA,NA,NA,3081.76,NA,4601,7,6.66666666666667,NA,NA,NA,3,3,NA,NA,177.333333333333,NA,177.333333333333,177.333333333333,NA,NA,1924.01711268567,4.60749246959213,197.786309,661.759279,NA,2.178722,26.362473,7.104772,4739.554626,80281.627262,53293.15482,1410.636004,90762.415128,3079.255367,3.20473756828222,19.7089578505969,10.7280086858976,0.699617040371702,148,53,1206.325662,2751.949252,234457.725029,233563.526382,894.198647,5.197,3870,27.2241718387295,265641.618857,108843.728007,NA,NA,NA,NA,597275,1911455.78
"1080","D06","CAIUÁ",2016,"2016D06",19,8.52,7.78,5.96,7.46,8.52,4.37,0.985351267847014,243499,4,677,242818,1174998.227,2613.934,393112.972,779271.321,0.00196627077360056,0.189434410400587,0.808599318825813,71765278.9431103,1.00594755556564,66608769.63,32486061.06,4780059.64,26474017.76,264419.32,477893.66,1874588.72,171598.56,80130.91,NA,NA,NA,NA,NA,NA,141257.459735111,129929.96632141,-1641147.95508864,-1509543.63,14916652.3910725,20851902.5936441,2249718.15196834,1083,0.00451374127885168,2333955,338194,1995761,NA,0.0210881061704991,0.0024,9124.6962811782,2884.83046566237,6532.31298597914,169.59992,NA,NA,NA,9124.6962811782,0.0156345,19,25,5,20,NA,10,13,3,10,NA,570.301666666667,48.8333333333333,521.468333333333,47.5416666666667,473.926666666667,NA,1396.31617239362,8.15992010748987,130.054992201045,229.960354641958,0.169557973435446,0.981505488364221,NA,NA,273.565040090299,7916.47346297512,91.9499697485094,74.7874278173466,NA,NA,1.74518732868942,2.84796474628473,8.44644095422782,0.676511440633343,56.1834068459715,23.3604691622724,605.005270832537,245.104303056297,8665.70063551552,8339.40880378685,326.291831728671,5.423,NA,21.700436128664,NA,NA,NA,NA,NA,NA,202562,601722.53
"1081","D06f","ESS (FUSÃO)",2016,"2016D06f",19,7.384,8.604,7.404,6.182,9.102,4.964,0.768698436164504,756331,41,2146,754144,4028754.393,311601.858,1355001.021,2362151.514,0.00741762900323584,0.225402605470184,0.76717976552658,218780253.319774,1.00594755556564,203074044.25,104536138.68,14404283.82,76554978.75,864020.64,2151253.27,3866516.32,475512.79,221339.98,389911.676669317,358644.5,NA,NA,NA,NA,424860.837989262,390791.073793534,-1995935.64490024,-1835880.75,46221249.7316601,61168218.6687408,9293170.72924662,6628,0.00893271086480717,14084394,7268483,6815911,NA,0.020501166410372,0.00315333333333333,29147.9257620505,8581.34301769011,21954.8881377394,443.85543453336,NA,NA,NA,29147.9257620505,68.4956345,31956,77,24,59,NA,49,40,10,30,NA,3069.10516666667,1491.03683333333,1578.06833333333,197.541666666667,1380.52666666667,NA,1396.31617239362,8.15992010748987,439.817553,777.675649,0.573408,3.319237,NA,NA,925.137163,26771.782674,310.954697,252.914732,NA,NA,1.74518732868942,2.84796474628473,8.44644095422782,0.676511440633343,190,79,2045.995569,828.889172,29305.505187,28202.057541,1103.447646,5.423,270,21.700436128664,30922.851536,11.77693,501.75,93,3.56245359225253e-05,0.000122962036462871,470561,1751970.83
"1082","D07","CEA",2016,"2016D07",19,75.43,29.32,NA,38.26,29.09,NA,1.9439376292327,200068,1,578,199489,1112437.958,4084.5,234249.113,874104.345,NA,NA,NA,NA,0.971624061679226,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9467,0.0482990490184074,1033162,28925,1004237,NA,NA,NA,6818.67205666667,1822.31666666667,4996.35539,124.333333333333,NA,NA,NA,6818.67205666667,NA,7296,3,3.33333333333333,NA,NA,3,2,2.33333333333333,NA,NA,44.3666666666667,17.5,26.8666666666667,26.8666666666667,NA,NA,2337.96583188874,2.18229481409584,327.417987,222.382001,2.537073,NA,4.858287,15.873293,4228.625512,32612.752666,20500.375034,667.179369,87008.023688,1970.80618,1.45334602672419,26.4718257380698,11.7888117405054,0.323374401510177,33,53,539.792991,3929.069229,147007.413743,146474.800721,532.613022,5.197,2594,27.1416997004233,181012.019328,12384.824837,NA,NA,NA,NA,335097,1948361.21
"1083","D08","CEAL",2016,"2016D08",19,21.45,14.5,11.72,16.82,11.39,6.13,1.47802216100027,1117131,38,2189,1114904,3502074.827,564584.622,913849.741,2023640.464,0.0618328286185576,0.172110813729412,0.766056357652031,337472630.747605,0.852666625818248,266834257.02,160227072.88,1708041.27,99475298.59,289705.17,2571079.71,2563059.4,NA,NA,NA,NA,NA,NA,NA,NA,577982.916963747,531634.230689652,NA,NA,64158432.5874489,81009287.8913254,13312550.9207733,99271,0.0949698169885869,7121130,3181362,3939768,NA,0.466993479362564,0.181533333333333,41601.4742,18081.891,22433.842,1850.6092,NA,NA,NA,41601.4742,NA,14179,79,78.6666666666667,NA,NA,38,37,37.3333333333333,NA,NA,929.583333333333,NA,929.583333333333,929.583333333333,NA,NA,1108.66933795317,0.729587331094996,247.074141,469.929715,NA,NA,NA,70.394391,509.906669,25645.617695,5.583952,NA,NA,305.886193,1.72044472502112,2.57594384134559,10.9872887245649,0.73542775367263,191,69,2349.793675,1095.388287,27175.774184,26466.634797,709.139387,5.382,388,24.9497200218865,28102.648615,252.269662,341.94,29,4.80176601185486e-05,2.59593548115664e-05,2465955,5965382.85
"1084","D09","CEB",2016,"2016D09",19,9.67,10.06,5.98,8.04,8.54,3.74,0.951342297503038,1036102,7,2226,1033869,6698798.978,751394.147,1935333.24,4012071.591,0.0106000000000001,0.244,0.7454,427823280.507926,0.985102980485484,389442103.94,240128747.64,3298123.93,137213227.61,1635767.16,1604479.84,4850331.45,415166.11,296260.2,NA,NA,NA,NA,NA,NA,865506.919388902,796101.565878547,-1325083.10567025,-1218824.15,83380354.3247056,111609227.661959,15010516.7709695,NA,NA,14919505,5698170,9221335,NA,0.0840147590577399,0.0651333333333333,16300.104,7422.19,9941.681,710.143,NA,NA,NA,14173.974,51.00955,23579,58,11,47,NA,13,25,5,20,NA,4199.835,2967.335,1232.5,102.5,1130,NA,1404.59116006472,6.47698956785975,664.7976,468.364692,NA,2.491189,NA,NA,205.347501,4148.392198,NA,9.727236,24.510948,NA,1.13743942418295,2.76053085560869,8.06822649595106,0.613613786994406,177,98,792.345532,878.492801,5498.866101,4364.052522,1134.813579,5.879,268,21.9252858194313,5999.129576,NA,1126.66,128,7.55159102128388e-05,0.000123539960351394,1382746,5657567.82
"1085","D10","CEEE",2016,"2016D10",19,16.38,11.56,7.74,11.34,9.76,5.06,1.28942013160134,1653945,46,5282,1648617,8137481.321,866795.964,2526526.737,4744158.62,0.0099590522207218,0.241237080772726,0.748803867006552,630052177.356825,1.01563668715196,590161475.78,392480022.19,33231375.5,150263926.91,195602.94,8331899.75,2296866.49,3317799,43983,10247773.1131663,9426000,NA,NA,NA,NA,1137742.12852331,1046506.12235766,21045456.8542802,19357813.07,147061294.745644,216070758.105229,10987193.7699087,27735,0.0170369210072884,20502501,8449021,12053480,NA,0.291792035152096,0.106366666666667,55242.6035,18035.08461,37111.99997,1699.68737,NA,NA,NA,52653.93682,370.25586,58910,111,80,20,3,13,38,28,10,NA,2909.212,2907.027,2.185,1.47,0.65,0.065,1334.7096403739,7.3010592323848,945.872454,1035.574574,7.885526,0.478355,NA,300.131021,13838.783925,54893.691313,2345.448832,2529.206767,NA,3990.070876,1.42169851112722,3.21496323223988,7.46354390328328,0.680327036510812,233,100,2564.232925,1392.030279,79801.57478,77596.325528,2205.249252,5.16,557,18.0984872242517,78745.774277,49.168645,1211.39,145,5.90849867535673e-05,8.76691788421018e-05,4589045,20065576.57
"1086","D11","CELESC",2016,"2016D11",19,12.84,12.4,8.79,8.69,10.25,6.37,0.941644374508261,2831973,104,10740,2821129,22682104.543,4501115.907,8421755.686,9759232.95,0.0379550812059115,0.369992848644109,0.59205207014998,864059477.59672,1.01563668715197,809241151.08,553355677.78,19120942.69,185259846.26,1946449.54,6422348.63,39793133.13,3110052.26,232700.79,NA,NA,NA,NA,NA,NA,2186481.09187203,2011146.2797226,25732405.3709072,23668913.27,270310737.748111,378746532.48894,35397781.6053381,39618,0.0143084674142695,71421331.5,30493038,40928293.5,NA,0.0983006077019364,0.109,127798.207149756,48748.600356693,79725.041543953,4585.48907518596,NA,NA,NA,126866.670897347,724.62339563339,170122,264,100,164,NA,30,133,55,77,NA,13601.507,6726.78200000002,6874.725,1676.05,5198.675,NA,1734.94767105142,8.58507824365742,1240.941708,2190.683896,262.738767,31.936914,4.495101,736.063015,1278.892289,53352.126276,9516.387603,6672.473197,265.579408,612.868455,2.68387916908956,6.13964079701164,17.4427947466834,0.669811283399177,481,227,5951.834188,2974.710305,75841.733965,71515.535488,4326.198477,5.065,2333,17.9845597800995,72633.408425,588.512674,6612.90999999999,516,9.25901248424638e-05,0.00018220512695566,2546166,10973294.37
"1087","D12","CELG",2016,"2016D12",19,29.55,14.94,10.33,18.9,12.84,5.83,1.72493713170439,2824560,72,8667,2815821,13022041.363855,1761712.999855,3698139.297,7562189.067,0.0235087567161958,0.255725628750116,0.720765614533688,979867736.850831,0.985102980485483,892672797.48,349629856.4,17192266.01,448702798.68,1751598.12,1818161.97,36019298.73,11095997.74,26462819.83,35647174.6179873,32788613.12,NA,NA,NA,NA,1658936.31632187,1525905.53527765,23419493.9489272,21541475.16,234599272.84867,330023089.672631,41039884.1296313,45357,0.0161910065432271,38334769.65,20580687.65,17754082,NA,0.0988233624272795,0.0487333333333333,207684.207070584,31279.4081193325,178080.923967452,5747.38460053355,NA,NA,NA,207545.311426843,138.89564374038,160694,193,113,79,NA,218,135,87,48,NA,9022.8475,6248.8475,2774,1191.5,1580,NA,1531.50600591956,7.56765296669494,1497.00207,2501.767992,NA,NA,18.331295,NA,6053.174448,310110.368462,NA,187.558875,2595.854203,NA,1.81732849888856,2.89252755007469,8.62966921470997,0.532962542573223,621,509,13982.624472,12138.395245,322903.153725,318939.947507,3963.206218,5.648,6121,23.8000457470472,331355.753548,369.085052,1645.02,616,4.29119573436644e-05,0.000218087064887983,10017967,65985004.26
"1088","D13","CELPA",2016,"2016D13",19,31.66,30.59,20.42,20.77,28.96,10.47,0.876087441911288,2442612,29,4670,2437913,8736323.818,855588.157,2022342.974,5858392.687,0.0116105382497789,0.218166053108538,0.770223408641683,528770633.71061,0.971624061679226,475869194.55,121625428.32,6266420.3,301409719.62,570462.63,1357977.86,43496220.75,555856.3,587108.77,12959433.1711994,11920210.93,NA,NA,NA,NA,1447463.98214202,1331391.25398289,24580230.7252995,22609131.98,231978497.340831,479431963.409475,40738194.5892886,401186,0.173598141760032,17554996,4871117,12683879,NA,0.414100105193176,0.505604701890952,128402.620712589,22588.9940018,114186.13448069,4229.5657612,NA,NA,NA,128402.620712589,NA,114697,188,108,3,5,107,89,44,2,1,5276.875,525,3656.35,1927.775,115,220,2062.46076615653,6.85815841925032,1432.248757,691.944517,20.738225,13.556101,10.159467,37.774869,85290.692919,335250.506437,119713.158263,30361.466289,675628.975587,5393.090511,1.30074801822283,24.2012185331576,10.1790094148725,0.433723980147369,272,261,5203.667868,12000.900898,1253161.599284,1251531.224647,1630.374637,5.24,30165,26.5574496748121,1458884.050006,309046.89748,177.31,43,1.01002586386234e-05,1.76041057687426e-05,4553501,25768013.2
"1089","D14","CELPE",2016,"2016D14",19,15.8,14.71,12.28,7.13,10.19,5.9,0.886902422964357,3597411,94,6096,3591221,13505375.608,2663375.035,3373025.092,7468975.481,0.0178585499611147,0.230409201071617,0.751732248967268,938834792.221107,0.852666625818248,749441956.68,256422412.75,24918143.3,423624539.57,1610703.63,2470617.26,40393524.17,NA,2016,20219024.245721,18597652.43,NA,NA,NA,NA,1797412.46088379,1653277.22122605,48729336.5268029,44821711.12,305831979.587321,398943881.564641,9014108.29566376,107089,0.0303937487458807,29594992,14698182,14896810,NA,0.18353474029069,0.155933333333333,120140.055142372,59129.56934868,78475.28109653,1703.94935999222,NA,NA,NA,120121.084837697,18.97030467447,151850,243,234,9,NA,10,134,134,4,NA,6975.6105,4116.8605,2858.75,2752.25,62.5,NA,831.08278005622,1.54630370674873,668.12861,1589.052256,104.99548,NA,34.391793,265.434089,2511.590991,89031.466894,302.997282,NA,1557.647096,425.426783,2.86216664586978,3.20973305338144,9.09758242842069,0.646425319000111,478,205,5723.337392,3360.016269,96307.114462,93826.286053,2480.828409,5.114,875,24.7559420381578,96202.652622,1981.67402,3410.46,269,0.000115237740223076,7.47759986279021e-05,5030187,13748557.85
"1090","D15","CELTINS",2016,"2016D15",19,32.23,28.47,15.52,14.46,20.49,9.01,0.918889473443315,566199,11,1224,564964,2189135.29,86669.118,534519.493,1567946.679,0.00819918008199183,0.227277272272773,0.764523547645236,231671938.524907,0.971624061679226,208689594.46,90108952.01,14887804.73,87358389.96,732124.8,1524322.9,13239288.49,491717.61,346993.96,6936903.66967772,6380630.53,NA,NA,NA,NA,311519.819101333,286538.917521164,26598384.2837669,24465448.98,56046493.3792373,62992834.1972148,36625715.4716059,77063,0.135796225484149,4819581,1782280,3037301,NA,0.078084231520432,0.0557666666666667,85121.342827,10887.4349520551,78280.6279111729,2556.70592,NA,NA,NA,85121.318517,0.15419999,18971,55,11,43,NA,58,42,8,30,NA,2062.9875,1458.3375,604.65,73,529.555,NA,1626.9976074793,9.8143507508526,712.436675,1250.732169,NA,6.586548,0.80166,NA,5574.2429,256233.595001,NA,1719.433261,5820.288646,NA,1.76594838504833,3.52114036198688,6.47176708120986,0.514674907579841,268,204,7438.555712,8356.527071,271306.337012,269344.687602,1961.64941,5.673,18298,26.0674556407156,292370.790596,25256.02119,319,56,6.61883263296125e-05,9.89051552546013e-05,637412,6623438.48
"1091","D16","CEMAR",2016,"2016D16",19,14.22,19.92,13.02,7.51,13.35,6.85,0.638201119083074,2358775,12,2669,2356094,6165867.496,242721.233,1091530.254,4831616.009,0.00751652723181191,0.162249321893457,0.830234150874732,537961925.860219,0.852666625818248,426432850.64,120687232.88,4680318.07,286895834.84,304432.53,805955.52,12110569.66,581575.84,366931.3,2244857.000081,2064841,NA,NA,NA,NA,885031.367624609,814060.340632579,48623796.4227341,44724634.32,228241422.761269,417082697.072478,31997360.6054036,346593,0.153251305823888,8662075,1387987,7274088,NA,0.130499106129845,0.125233333333333,123652.28176808,24007.12438998,94935.0873781,4710.07,NA,NA,NA,123650.99276808,1.289,98324,154,147,5,2,25,95,92,3,1,3145,232.5,2335,2110,200,134,1510.75347019711,4.82255656736718,1012.968791,1198.118479,21.29947,6.836438,57.341651,20.878777,7566.646566,275347.554552,12062.933832,4267.032773,24822.770088,2833.685087,2.55855236402517,6.0887440100254,8.15699155743124,0.616289497899171,427,216,7833.344111,6672.667589,328316.956021,326054.980871,2261.97515,5.326,22163,26.9899265806277,358706.792246,22883.123729,1369.19,114,0.000158067206760505,4.83301713813314e-05,2266867,6912409.03
"1092","D17","EMT",2016,"2016D17",19,23.57,24.9,15.91,14.27,20.93,9.82,0.814191404893343,1328306,53,5114,1323139,7930783.705,595588.967,2532555.228,4802639.51,0.0285117760920173,0.281379080490705,0.690109143417277,522486848.944016,0.985102980485483,476276924.28,191002571.96,23426147.15,208350689.22,2132404.5,2420042.01,47216870.46,832791.34,895407.64,9764311.29220153,8981307.18,NA,NA,NA,NA,809344.93183519,744443.231054454,16646280.6249553,15311408.58,205739910.066553,346720173.011638,34081215.4974425,126877,0.0978547492065696,33038606,16315899,16722707,NA,0.114977494112409,0.0552666666666667,172461.93484557,13593.0155466448,108345.267021041,5718.26379173293,NA,NA,NA,157137.047763,0.05638,69788,120,14,106,1,104,77,9,68,1,5149.11,2953.11,2196,202.5,1993.5,92.0233333333333,1702.17019290784,8.07437619734956,1032.870658,5971.327226,NA,8.677249,103.688303,NA,11906.224477,667729.527695,1305.368411,12258.791027,172681.594748,779.749904,2.81585311414204,10.3742147337397,6.16543817610892,0.550305401033372,453,326,7934.385466,24943.840704,873360.501754,866651.275137,6709.226617,5.536,32315,25.3179551007903,890567.496333,144875.43218,7107.97,168,0.000215141341011785,0.000126476881080113,NA,NA
"1093","D18","CEMIG",2016,"2016D18",19,11.73,11.29,9.43,5.63,7.94,5.17,0.874020276074099,8260911,270,14382,8246259,43546233.591,15087764.074,9621695.45,18836774.067,0.0420083453914299,0.202391667341677,0.755599987266893,2128809683.67478,1.00594755556564,1976613378.34,1150402946.83,41820391,673822493.61,2123395.06,5198980,101552620.57,1692551.27,NA,29144456.9078095,26807351,NA,NA,NA,NA,4084813.5721947,3757250.70279299,117639430.944715,108205876.91,984302020.743343,1071549578.19936,144585252.746615,296944,0.0366431550943159,155628756,105800941,49827815,NA,0.148293839830471,0.0680333333333333,827356.917548316,448495.2249,407886.046778623,16661.8122501151,NA,NA,NA,825897.773056769,1459.14449154731,30,576,185,388,2,22,323,109,207,1,9416.765,92.75,9324.015,1336.65,7912.365,75,1186.69478058867,5.7370520855569,3634.102692,6440.396158,4.481097,56.063069,91.195119,NA,11923.204352,487783.108438,487.934294,18344.592978,12376.087911,NA,2.15244695279629,4.21948613833039,14.2766273704493,0.558535533282631,1113,835,24034.788963,15107.816598,540553.701405,530878.107229,9675.594176,5.733,7389,22.3406830634105,554392.813185,1107.798148,19825.44,2108,0.000127389311008822,0.000255177667450963,8613333,43119674.23
"1094","D19","CEPISA",2016,"2016D19",19,23.4,20.55,17.22,16.41,14.05,7.96,1.15332883081799,1227459,23,1994,1225442,3283472.361,233703.442,682346.25,2367422.669,0.0207389046270477,0.114340468975394,0.864920626397558,438166355.806437,0.852666625818248,346548069.84,223161875.88,7792334.68,113452058.45,878678.77,334638.94,NA,265946.09,662537.03,2135045.92511051,1963835.72,NA,NA,NA,NA,543369.644238155,499796.610446845,NA,NA,21886911.36132,51669454.287409,26409052.5123461,152458,0.129967955138899,6074338,2356295,3718043,NA,0.327949948051383,0.1499,82407.2136177961,26345.48565,52993.46684,2873.92574,NA,NA,NA,82407.2136177961,NA,51456,11685,11439,246,NA,34,43,42,1,NA,1126.49,136.75,989.74,869.74,120,NA,916.266043812481,4.5746175157728,618.813824,846.807509,0.228377,133.857968,63.477997,10.590744,2971.975289,208602.647987,815.015891,21856.120419,12722.981314,112.264434,4.87696210083399,6.53156309077808,7.04996152743785,0.493013231088117,395,349,4806.343963,10041.217404,248735.240289,247077.893163,1657.347126,5.669,8367,27.0577231399074,247197.409285,NA,NA,NA,NA,NA,588050,3106149.39
"1095","D20","CERON",2016,"2016D20",19,32.18,22.66,25.87,21.58,18.39,13.3,1.2967937023988,609099,7,2242,606850,2911957.485,31989.06,822773.998,2057194.427,0.000208116330575639,0.169627950887039,0.830163932782385,310884886.80597,0.971624061679226,279321518.34,135242622.34,6195790.04,132032886.03,320694.73,1292080.39,4237444.81,NA,NA,NA,NA,NA,NA,NA,NA,417539.162805305,384056.526734203,NA,NA,36059197.0798969,64198961.419236,15305662.5916025,72413,0.122868845783165,5180970,1129152,4051818,NA,0.474254256409277,0.117633333333333,57110.09975,6045.50039,50614.8519,644.8,NA,NA,NA,57091.46257,18.63718,5839,2,41.3333333333333,14,2,29,27,21,6,NA,346.8195,346.8195,981.466666666667,701.95,279.516666666667,NA,1905.83206915801,7.11891600319009,438.224739,574.021935,0.560276,NA,8.287448,10.685244,5336.490188,122282.261316,1367.596041,30608.396148,70050.959185,853.616281,1.80718741870426,17.0059100110474,7.19811041382083,0.607027348905552,214,113,2850.662384,4921.418822,231498.359503,230497.648385,1000.711118,5.105,11735,25.6702488168053,250649.500802,48641.70156,1861.94,28,0.000359380579312368,4.59695386135916e-05,1596783,13878966.32
"1096","D21","CERR",2016,"2016D21",19,NA,NA,NA,NA,NA,NA,NA,44313,NA,128,44185,126872.219,NA,19189.486,107682.733,NA,NA,NA,NA,0.971624061679226,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11209,0.256158873805933,149763,NA,149763,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.142,NA,NA,NA,NA,2.97,1,1.9831333506941e-05,2.25667411369124e-05,NA,NA
"1097","D22","CFLO",2016,"2016D22",19,4.51,7.4,11.2,3.6,8,6.4,0.52972972972973,58038,NA,205,57833,279190.105,NA,126066.8,153123.305,NA,0.1892,0.8108,15985189.5682127,1.01563668715197,14965463.92,8366672.65,710694.99,5012932.4,54870.39,611324.68,156233.86,38224.62,14510.33,389911.676669317,358644.5,NA,NA,NA,NA,NA,NA,-237529.704019533,-218482.1,2367750.21726839,2360136.88396718,658103.292807539,411,0.00725136293865453,608214,NA,608214,NA,4.46651030338523e-05,NA,1621.21029914522,669.51898929185,1157.78566148081,NA,NA,NA,NA,1621.21029914522,NA,2558,NA,NA,NA,NA,NA,NA,NA,NA,NA,96.938,96.938,NA,NA,NA,NA,1396.31617239362,8.15992010748987,25.0294579287573,44.2565327511258,0.0326319204727439,0.188893558886847,NA,NA,52.6483800878187,1523.54812477599,17.6960365797655,14.3930559409868,NA,NA,1.74518732868942,2.84796474628473,8.44644095422782,0.676511440633343,10.8126585081152,4.49578959021634,116.435007351126,47.17102925216,1667.73905260437,1604.94324956342,62.795803040956,5.423,NA,21.700436128664,NA,NA,NA,NA,NA,NA,13028,40337.72
"1098","D23","CHESP",2016,"2016D23",19,12.59,14.17,10.24,18.88,31.38,6.16,0.745076965356931,35688,NA,61,35627,115448.06,NA,23899.839,91548.221,NA,0.128,0.872,15750799.530868,0.985102980485483,14353002.93,8937317.71,972705.95,3542422.1,74349.61,124628.56,701579,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,245391.581159756,225713.53,3033127.81638745,3880425.54493387,615512.163311875,1405,0.0401910864465931,128559,NA,128559,NA,0.0371298519265625,0.0177333333333333,3361.89692,600.70767,2683.27278,62.63529,NA,NA,NA,3361.89692,NA,4054,4,4,NA,NA,6,3,3,NA,NA,146.036,109.036,37,37,NA,NA,1670.95385229281,9.17951754814677,23.580648,68.82674,NA,NA,NA,NA,7.044939,2988.202526,NA,NA,NA,NA,1.95514878637193,2.61882589749558,8.68208527468199,0.537977146917575,26,23,238.355003,192.022451,3084.562869,2995.213526,89.349343,5.648,76,24.0174363844744,NA,NA,1.3,1,1.01120886130104e-05,2.80206231786595e-05,74986,155100.01
